start_index,end_index,field_length,field_name
1123,1124,1,approaches_grade_level_in_writing
1124,1125,1,masters_grade_level_in_writing
1125,1126,1,written_composition_score
1126,1153,27,blank_273
1153,1154,1,el_performance_measure__writing_246
1154,1200,46,blank_275
1200,1230,30,item_reporting_category_numbers__writing
1230,1240,10,blank_277
1240,1270,30,item_student_responses__writing
1270,1280,10,blank_279
1280,1310,30,item_correct_responses__writing
1310,1313,3,percentile_writing
1313,1500,187,blank_282
1500,1508,8,social_studies_reporting_category_scores
1508,1510,2,social_studies_raw_score
1510,1514,4,social_studies_scale_score
1514,1515,1,social_studies_language_version
1515,1516,1,social_studies_test_version
1516,1517,1,test_administration_mode_socialstudies
1517,1524,7,blank_271
1524,1525,1,meets_grade_level_in_social_studies
1525,1526,1,approaches_grade_level_in_social_studies
1526,1527,1,masters_grade_level_in_social_studies
1527,1528,1,el_performance_measure_socialstudies
1528,1600,72,blank_278
1600,1644,44,item_reporting_category_numbers__social_studies
1644,1652,8,blank_283
1652,1696,44,item_student_responses_socialstudies
1696,1704,8,blank_284
1704,1748,44,item_correct_responses_socialstudies
1748,1756,8,blank_286
1756,1759,3,percentile_social_studies
1759,1900,141,blank_288
1900,1908,8,science_reporting_category_scores
1908,1910,2,science_raw_score
1910,1914,4,science_scale_score
1914,1915,1,science_language_version
1915,1916,1,science_test_version
1916,1917,1,test_administration_mode__science
1917,1924,7,blank_299
1924,1925,1,meets_grade_level_in_science
1925,1926,1,approaches_grade_level_in_science
1926,1927,1,masters_grade_level_in_science
1927,1928,1,el_performance_measure_science
1928,2000,72,blank_307
2000,2042,42,item_reporting_category_numbers__science
2042,2054,12,blank_310
2054,2096,42,item_student_responses_science
2096,2108,12,blank_312
2108,2150,42,item_correct_responses_science
2150,2162,12,blank_314
2162,2165,3,percentile_science
2165,2500,335,blank_316
2500,2509,9,county_district_campus_number_318
2509,2510,1,language_version_319
2510,2511,1,test_version_320
2511,2512,1,score_code_321
2512,2513,1,approaches_grade_level_322
2513,2514,1,masters_grade_level_324
2514,2518,4,scale_score_325
2518,2520,2,tested_grade_326
2520,2522,2,enrolled_grade_327
2522,2523,1,staar_progress_measure_328
2523,2524,1,el_performance_measure_329
2524,2529,5,lexile_measure_330
2529,2530,1,meets_grade_level_331
2530,2539,9,county_district_campus_number_333
2539,2540,1,language_version_334
2540,2541,1,test_version_335
2541,2542,1,score_code_336
2542,2543,1,approaches_grade_level_337
2543,2544,1,masters_grade_level_338
2544,2548,4,scale_score_339
2548,2550,2,tested_grade_340
2550,2552,2,enrolled_grade_341
2552,2553,1,blank_342
2553,2554,1,staar_progress_measure_343
2554,2555,1,el_performance_measure_344
2555,2560,5,lexile_measure_345
2560,2620,60,blank_346
2620,2629,9,county_district_campus_number_348
2629,2630,1,language_version_349
2630,2631,1,test_version_350
2631,2632,1,score_code_351
2632,2633,1,approaches_grade_level_353
2633,2634,1,masters_grade_level_354
2634,2638,4,scale_score_355
2638,2640,2,tested_grade_356
2640,2642,2,enrolled_grade_357
2642,2643,1,staar_progress_measure_358
2643,2644,1,el_performance_measure_359
2644,2645,1,meets_grade_level_360
2645,2650,5,quantile_measure_361
2650,2659,9,county_district_campus_number_363
2659,2660,1,language_version_364
2660,2661,1,test_version_365
2661,2662,1,score_code_366
2662,2663,1,approaches_grade_level_367
2663,2664,1,masters_grade_level_368
2664,2668,4,scale_score_369
2668,2670,2,tested_grade_370
2670,2672,2,enrolled_grade_371
2672,2673,1,blank_372
2673,2674,1,staar_progress_measure_373
2674,2675,1,meets_grade_level_374
2675,2680,5,quantile_measure_375
2680,2740,60,blank_376
2740,2749,9,county_district_campus_number_378
2749,2750,1,language_version_379
2750,2751,1,test_version_380
2751,2752,1,score_code_381
2752,2753,1,approaches_grade_level_383
2753,2754,1,masters_grade_level_384
2754,2758,4,scale_score_385
2758,2760,2,tested_grade_386
2760,2762,2,enrolled_grade_387
2762,2763,1,meets_grade_level_388
2763,2764,1,el_performance_measure_389
2764,2770,6,blank_390
2770,2779,9,county_district_campus_number_392
2779,2780,1,language_version_393
2780,2781,1,test_version_394
2781,2782,1,score_code_395
2782,2783,1,approaches_grade_level_396
2783,2784,1,masters_grade_level_397
2784,2788,4,scale_score_398
2788,2790,2,tested_grade_399
2790,2792,2,enrolled_grade_400
2792,2793,1,meets_grade_level_401
2793,2794,1,el_performance_measure_402
2794,2800,6,blank_403
2800,2809,9,county_district_campus_number_405
2809,2810,1,language_version_406
2810,2811,1,test_version_407
2811,2812,1,score_code_408
2812,2813,1,approaches_grade_level_409
2813,2814,1,masters_grade_level_410
2814,2818,4,scale_score_411
2818,2820,2,tested_grade_413
2820,2822,2,enrolled_grade_414
2822,2823,1,meets_grade_level_415
2823,2824,1,el_performance_measure_416
2824,2839,15,blank_417
2839,2840,1,meets_grade_level_reading
2840,2841,1,el_performance_measure__mathematics_420
2841,2900,59,blank_421
2900,2905,5,lexile_measure_grade_3
2905,2910,5,lexile_measure_grade_4
2910,2915,5,lexile_measure_grade_5
2915,2920,5,lexile_measure_grade_6
2920,2925,5,lexile_measure_grade_7
2925,2930,5,lexile_measure_grade_8
2930,2955,25,blank_429
2955,2960,5,quantile_measure_grade_3
2960,2965,5,quantile_measure_grade_4
2965,2970,5,quantile_measure_grade_5
2970,2975,5,quantile_measure_grade_6
2975,2980,5,quantile_measure_grade_7
2980,2985,5,quantile_measure_grade_8
2985,3074,89,blank_437
3074,3075,1,el_performance_measure_(elpm)plan
3075,3079,4,year_elpm_plan_determined
3079,3080,1,plan_year_telpas_composite_rating
3080,3081,1,current_year_telpas_years_in_u.s.schools_(grades_1_12)
3081,3082,1,current_year_telpas_parentaldenial
3082,3083,1,current_year_telpas_unschooledasylee/refugee
3083,3084,1,current_year_telpas_students_withinterrupted_formal_education_(sife)
3084,3099,15,blank_448
3099,3100,1,score_code_450
3100,3101,1,test_version_451
3101,3111,10,algebra_i_reporting_category_scores
3111,3113,2,blank_457
3113,3115,2,algebra_i_raw_score
3115,3119,4,scale_score_459
3119,3120,1,approaches_grade_level_460
3120,3121,1,meets_grade_level_461
3121,3122,1,masters_grade_level_462
3122,3123,1,staar_progress_measure_463
3123,3126,3,percentile_465
3126,3131,5,quantile_measure_466
3131,3132,1,test_information_indicator
3132,3999,867,blank_468
3999,4000,1,period
